Descrição,data,ano_mes,valor
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2018-09-01,2018-09,62994.02253278
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2018-10-01,2018-10,62994.02253278
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2018-11-01,2018-11,62994.02253278
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2018-12-01,2018-12,62994.02253278
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2019-01-01,2019-01,218876.28639554
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2019-02-01,2019-02,218876.28639554
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2019-03-01,2019-03,218876.28639554
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2019-04-01,2019-04,218876.28639554
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2019-05-01,2019-05,218876.28639554
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2019-06-01,2019-06,218876.28639554
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2019-07-01,2019-07,218876.28639554
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2019-08-01,2019-08,218876.28639554
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2019-09-01,2019-09,218876.28639554
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2019-10-01,2019-10,218876.28639554
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2019-11-01,2019-11,218876.28639554
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2019-12-01,2019-12,218876.28639554
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2020-01-01,2020-01,108619.74
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2020-02-01,2020-02,108619.74
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2020-03-01,2020-03,108619.74
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2020-04-01,2020-04,108619.74
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2020-05-01,2020-05,108619.74
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2020-06-01,2020-06,108619.74
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2020-07-01,2020-07,108619.74
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2020-08-01,2020-08,108619.74
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2020-09-01,2020-09,108619.74
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2020-10-01,2020-10,108619.74
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2020-11-01,2020-11,108619.74
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2020-12-01,2020-12,108619.74
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2021-01-01,2021-01,297934.56729512
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2021-02-01,2021-02,297934.56729512
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2021-03-01,2021-03,297934.56729512
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2021-04-01,2021-04,297934.56729512
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2021-05-01,2021-05,297934.56729512
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2021-06-01,2021-06,297934.56729512
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2021-07-01,2021-07,297934.56729512
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2021-08-01,2021-08,297934.56729512
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2021-09-01,2021-09,297934.56729512
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2021-10-01,2021-10,297934.56729512
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2021-11-01,2021-11,297934.56729512
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2021-12-01,2021-12,297934.56729512
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2022-01-01,2022-01,972779.52333534
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2022-02-01,2022-02,972779.52333534
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2022-03-01,2022-03,972779.52333534
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2022-04-01,2022-04,972779.52333534
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2022-05-01,2022-05,972779.52333534
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2022-06-01,2022-06,972779.52333534
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2022-07-01,2022-07,972779.52333534
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2022-08-01,2022-08,972779.52333534
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2022-09-01,2022-09,972779.52333534
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2022-10-01,2022-10,972779.52333534
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2022-11-01,2022-11,972779.52333534
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2022-12-01,2022-12,972779.52333534
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2023-01-01,2023-01,1125188.65952456
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2023-02-01,2023-02,1125188.65952456
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2023-03-01,2023-03,1125188.65952456
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2023-04-01,2023-04,1125188.65952456
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2023-05-01,2023-05,1125188.65952456
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2023-06-01,2023-06,1125188.65952456
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2023-07-01,2023-07,1125188.65952456
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2023-08-01,2023-08,1125188.65952456
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2023-09-01,2023-09,1125188.65952456
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2023-10-01,2023-10,1125188.65952456
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2023-11-01,2023-11,1125188.65952456
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2023-12-01,2023-12,1125188.65952456
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2024-01-01,2024-01,1070742.3374352101
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2024-02-01,2024-02,1070742.3374352101
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2024-03-01,2024-03,1070742.3374352101
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2024-04-01,2024-04,1070742.3374352101
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2024-05-01,2024-05,1070742.3374352101
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2024-06-01,2024-06,1070742.3374352101
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2024-07-01,2024-07,1070742.3374352101
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2024-08-01,2024-08,1070742.3374352101
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2024-09-01,2024-09,1070742.3374352101
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2024-10-01,2024-10,1070742.3374352101
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2024-11-01,2024-11,1070742.3374352101
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2024-12-01,2024-12,1070742.3374352101
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2026-01-01,2026-01,638574.99735243
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2026-02-01,2026-02,638574.99735243
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2026-03-01,2026-03,638574.99735243
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2026-04-01,2026-04,638574.99735243
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2026-05-01,2026-05,638574.99735243
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2026-06-01,2026-06,638574.99735243
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2026-07-01,2026-07,638574.99735243
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2026-08-01,2026-08,638574.99735243
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2026-09-01,2026-09,638574.99735243
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2026-10-01,2026-10,638574.99735243
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2026-11-01,2026-11,638574.99735243
Outras operações de absorção (Outras responsabilidades face a Outras sociedades de depósitos),2026-12-01,2026-12,638574.99735243
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2011-01-01,2011-01,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2011-02-01,2011-02,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2011-03-01,2011-03,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2011-04-01,2011-04,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2011-05-01,2011-05,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2011-06-01,2011-06,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2011-07-01,2011-07,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2011-08-01,2011-08,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2011-09-01,2011-09,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2011-10-01,2011-10,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2011-11-01,2011-11,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2011-12-01,2011-12,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2012-01-01,2012-01,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2012-02-01,2012-02,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2012-03-01,2012-03,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2012-04-01,2012-04,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2012-05-01,2012-05,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2012-06-01,2012-06,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2012-07-01,2012-07,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2012-08-01,2012-08,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2012-09-01,2012-09,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2012-10-01,2012-10,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2012-11-01,2012-11,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2012-12-01,2012-12,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2013-01-01,2013-01,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2013-02-01,2013-02,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2013-03-01,2013-03,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2013-04-01,2013-04,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2013-05-01,2013-05,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2013-06-01,2013-06,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2013-07-01,2013-07,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2013-08-01,2013-08,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2013-09-01,2013-09,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2013-10-01,2013-10,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2013-11-01,2013-11,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2013-12-01,2013-12,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2014-01-01,2014-01,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2014-02-01,2014-02,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2014-03-01,2014-03,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2014-04-01,2014-04,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2014-05-01,2014-05,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2014-06-01,2014-06,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2014-07-01,2014-07,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2014-08-01,2014-08,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2014-09-01,2014-09,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2014-10-01,2014-10,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2014-11-01,2014-11,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2014-12-01,2014-12,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2015-01-01,2015-01,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2015-02-01,2015-02,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2015-03-01,2015-03,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2015-04-01,2015-04,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2015-05-01,2015-05,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2015-06-01,2015-06,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2015-07-01,2015-07,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2015-08-01,2015-08,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2015-09-01,2015-09,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2015-10-01,2015-10,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2015-11-01,2015-11,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2015-12-01,2015-12,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2016-01-01,2016-01,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2016-02-01,2016-02,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2016-03-01,2016-03,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2016-04-01,2016-04,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2016-05-01,2016-05,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2016-06-01,2016-06,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2016-07-01,2016-07,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2016-08-01,2016-08,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2016-09-01,2016-09,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2016-10-01,2016-10,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2016-11-01,2016-11,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2016-12-01,2016-12,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2017-01-01,2017-01,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2017-02-01,2017-02,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2017-03-01,2017-03,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2017-04-01,2017-04,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2017-05-01,2017-05,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2017-06-01,2017-06,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2017-07-01,2017-07,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2017-08-01,2017-08,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2017-09-01,2017-09,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2017-10-01,2017-10,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2017-11-01,2017-11,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2017-12-01,2017-12,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2018-01-01,2018-01,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2018-02-01,2018-02,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2018-03-01,2018-03,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2018-04-01,2018-04,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2018-05-01,2018-05,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2018-06-01,2018-06,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2018-07-01,2018-07,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2018-08-01,2018-08,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2018-09-01,2018-09,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2018-10-01,2018-10,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2018-11-01,2018-11,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2018-12-01,2018-12,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2019-01-01,2019-01,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2019-02-01,2019-02,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2019-03-01,2019-03,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2019-04-01,2019-04,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2019-05-01,2019-05,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2019-06-01,2019-06,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2019-07-01,2019-07,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2019-08-01,2019-08,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2019-09-01,2019-09,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2019-10-01,2019-10,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2019-11-01,2019-11,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2019-12-01,2019-12,
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2020-01-01,2020-01,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2020-02-01,2020-02,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2020-03-01,2020-03,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2020-04-01,2020-04,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2020-05-01,2020-05,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2020-06-01,2020-06,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2020-07-01,2020-07,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2020-08-01,2020-08,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2020-09-01,2020-09,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2020-10-01,2020-10,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2020-11-01,2020-11,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2020-12-01,2020-12,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2021-01-01,2021-01,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2021-02-01,2021-02,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2021-03-01,2021-03,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2021-04-01,2021-04,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2021-05-01,2021-05,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2021-06-01,2021-06,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2021-07-01,2021-07,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2021-08-01,2021-08,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2021-09-01,2021-09,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2021-10-01,2021-10,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2021-11-01,2021-11,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2021-12-01,2021-12,0.0
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2022-01-01,2022-01,68135.40953199
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2022-02-01,2022-02,68135.40953199
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2022-03-01,2022-03,68135.40953199
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2022-04-01,2022-04,68135.40953199
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2022-05-01,2022-05,68135.40953199
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2022-06-01,2022-06,68135.40953199
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2022-07-01,2022-07,68135.40953199
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2022-08-01,2022-08,68135.40953199
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2022-09-01,2022-09,68135.40953199
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2022-10-01,2022-10,68135.40953199
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2022-11-01,2022-11,68135.40953199
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2022-12-01,2022-12,68135.40953199
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2023-01-01,2023-01,68313.47044476998
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2023-02-01,2023-02,68313.47044476998
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2023-03-01,2023-03,68313.47044476998
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2023-04-01,2023-04,68313.47044476998
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2023-05-01,2023-05,68313.47044476998
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2023-06-01,2023-06,68313.47044476998
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2023-07-01,2023-07,68313.47044476998
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2023-08-01,2023-08,68313.47044476998
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2023-09-01,2023-09,68313.47044476998
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2023-10-01,2023-10,68313.47044476998
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2023-11-01,2023-11,68313.47044476998
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2023-12-01,2023-12,68313.47044476998
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2024-01-01,2024-01,76523.13590919001
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2024-02-01,2024-02,76523.13590919001
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2024-03-01,2024-03,76523.13590919001
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2024-04-01,2024-04,76523.13590919001
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2024-05-01,2024-05,76523.13590919001
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2024-06-01,2024-06,76523.13590919001
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2024-07-01,2024-07,76523.13590919001
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2024-08-01,2024-08,76523.13590919001
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2024-09-01,2024-09,76523.13590919001
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2024-10-01,2024-10,76523.13590919001
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2024-11-01,2024-11,76523.13590919001
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2024-12-01,2024-12,76523.13590919001
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2026-01-01,2026-01,135731.6481986
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2026-02-01,2026-02,135731.6481986
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2026-03-01,2026-03,135731.6481986
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2026-04-01,2026-04,135731.6481986
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2026-05-01,2026-05,135731.6481986
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2026-06-01,2026-06,135731.6481986
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2026-07-01,2026-07,135731.6481986
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2026-08-01,2026-08,135731.6481986
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2026-09-01,2026-09,135731.6481986
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2026-10-01,2026-10,135731.6481986
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2026-11-01,2026-11,135731.6481986
Garantias do SPA (Outras responsabilidades face a Outras sociedades de depósitos),2026-12-01,2026-12,135731.6481986
Saldos do governo central - IF´s (Outras responsabilidades face a Outras sociedades de depósitos),2011-01-01,2011-01,
Saldos do governo central - IF´s (Outras responsabilidades face a Outras sociedades de depósitos),2011-02-01,2011-02,
Saldos do governo central - IF´s (Outras responsabilidades face a Outras sociedades de depósitos),2011-03-01,2011-03,
Saldos do governo central - IF´s (Outras responsabilidades face a Outras sociedades de depósitos),2011-04-01,2011-04,
Saldos do governo central - IF´s (Outras responsabilidades face a Outras sociedades de depósitos),2011-05-01,2011-05,
Saldos do governo central - IF´s (Outras responsabilidades face a Outras sociedades de depósitos),2011-06-01,2011-06,
Saldos do governo central - IF´s (Outras responsabilidades face a Outras sociedades de depósitos),2011-07-01,2011-07,
Saldos do governo central - IF´s (Outras responsabilidades face a Outras sociedades de depósitos),2011-08-01,2011-08,
Saldos do governo central - IF´s (Outras responsabilidades face a Outras sociedades de depósitos),2011-09-01,2011-09,
Saldos do governo central - IF´s (Outras responsabilidades face a Outras sociedades de depósitos),2011-10-01,2011-10,
Saldos do governo central - IF´s (Outras responsabilidades face a Outras sociedades de depósitos),2011-11-01,2011-11,
Saldos do governo central - IF´s (Outras responsabilidades face a Outras sociedades de depósitos),2011-12-01,2011-12,
